"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G7M","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.07,
"G7M","CCI","AMPLITUD","LTRENDIDX","M","2021-12",98.85,
"G7M","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.47,
"G7M","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.96,
"G7M","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.42,
"G7M","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.09,
"G7M","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.77,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.49,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.27,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-05",99.37,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-06",99.26,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-07",99.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-08",98.88,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-09",98.69,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-10",98.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-11",98.5,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1974-12",98.56,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-01",98.69,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-02",98.78,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-03",98.85,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-04",98.94,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.04,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.13,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.25,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-09",99.46,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-10",99.64,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-11",99.94,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1975-12",100.34,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.74,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.99,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-03",101.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-04",101.13,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-05",101.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.99,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.81,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.61,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.44,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.34,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.4,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.66,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-02",100.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-03",100.5,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.2,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.67,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-08",101.03,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-09",101.38,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-10",101.72,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-11",101.96,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1977-12",102.13,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-01",102.23,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-02",102.26,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-03",102.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-04",102.3,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-05",102.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-06",102.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-07",102.49,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-08",102.57,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-09",102.63,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-10",102.58,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-11",102.42,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1978-12",102.21,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-01",102.04,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-02",102.01,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-03",102.07,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-04",102.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-05",102.04,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-06",101.85,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-07",101.61,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-08",101.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-09",101.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-10",100.79,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-11",100.47,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1979-12",100.11,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-01",99.72,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-02",99.46,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-03",99.32,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-04",99.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-05",99.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-06",99.2,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-07",99.12,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-08",99.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-09",99.04,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-10",98.93,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-11",98.74,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1980-12",98.59,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-01",98.47,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-02",98.3,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-03",98.13,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-04",98.05,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-05",98.06,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-06",98,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-07",97.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-08",97.85,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-09",97.89,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-10",97.95,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-11",98.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1981-12",98.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-01",98.57,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-02",98.81,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-03",99.06,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-04",99.27,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-05",99.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-06",99.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-07",99.04,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-08",98.76,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-09",98.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-10",98.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-11",98.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1982-12",98.49,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-01",98.73,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-02",99.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-03",99.44,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-04",99.58,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-05",99.55,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-06",99.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-07",99.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-08",99.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-09",99.49,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-10",99.5,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-11",99.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1983-12",99.83,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-01",99.94,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-02",99.88,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-03",99.71,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-04",99.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-05",99.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-06",99.27,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-07",99.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-08",99.46,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-09",99.61,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-10",99.71,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-11",99.83,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1984-12",99.99,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-01",100.14,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-02",100.15,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-03",100.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-04",100.06,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-05",100.01,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.97,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.11,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.63,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.84,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.01,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.19,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.31,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.37,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.39,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.48,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.58,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.6,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.56,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.54,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.51,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-04",101.48,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-05",101.43,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-06",101.4,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-07",101.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-08",101.45,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-09",101.51,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-10",101.49,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-11",101.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1987-12",101.37,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-01",101.38,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-02",101.42,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-03",101.48,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-04",101.54,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-05",101.56,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.58,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.6,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.68,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.78,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.87,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.85,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.76,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.61,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.44,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.32,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.43,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.6,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.6,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.62,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-01",101.62,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.48,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.3,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.24,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.22,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.24,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.19,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.94,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.55,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.38,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.38,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-01",100.2,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-02",100.24,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.5,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.5,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-07",100.32,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-08",100.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-09",100.4,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-10",100.46,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-11",100.43,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1991-12",100.32,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-01",100.25,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-02",100.27,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-03",100.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-04",100.23,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.12,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.95,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-07",99.7,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-08",99.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-09",99,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-10",98.71,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-11",98.54,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1992-12",98.47,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-01",98.47,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-02",98.5,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-03",98.57,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-04",98.7,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-05",98.73,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-06",98.63,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.59,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.62,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-09",98.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-10",98.63,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-11",98.63,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1993-12",98.76,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-01",98.98,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-02",99.23,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-03",99.51,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-04",99.86,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.23,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.57,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.78,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.93,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.01,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-10",101,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.92,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.79,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.71,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.64,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.61,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.67,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.76,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.87,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.83,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.68,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.51,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.22,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.14,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.09,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.11,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.12,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.11,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.13,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.14,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-11",100.17,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1996-12",100.24,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-01",100.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-02",100.39,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-03",100.43,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-04",100.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-05",100.68,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-06",100.87,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.03,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.2,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.34,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.3,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.48,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.59,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.67,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.7,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.75,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.76,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.81,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.87,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.92,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.92,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-02",101.86,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-03",101.76,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-04",101.66,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.64,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.72,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.83,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.96,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.1,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.27,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.38,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.48,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.54,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.49,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.45,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.42,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.38,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.13,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.16,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.25,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2000-12",102.33,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-01",102.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-02",102.27,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-03",102.17,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-04",102.03,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-05",101.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-06",101.82,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-07",101.7,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-08",101.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-09",101.37,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-10",101.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.32,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2001-12",101.45,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.58,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.64,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.57,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.49,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.37,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.17,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.07,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.89,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.62,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.31,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.07,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.87,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.99,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.14,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.36,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.37,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.38,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.4,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.43,
